Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note.1,Amount,Currency,Account.1
08/01/2022 00:00,HDFC - savings,Other,,Metro,2940.21,Expense,,2940.21,INR,2940.21
08/09/2022 00:00,HDFC - savings,Entertainment,,Groceries,8219.46,Expense,,8219.46,INR,8219.46
12/03/2022 00:00,CUB - online payment,Shopping,,Metro,2840.01,Income,,2840.01,INR,2840.01
11/06/2022 00:00,SBI - credit card,Bills,,Movie,18.3,Expense,,18.3,INR,18.3
11/27/2022 00:00,SBI - credit card,Food,,Groceries,5312.14,Expense,,5312.14,INR,5312.14
01/26/2022 00:00,CUB - online payment,Transportation,,Movie,1589.48,Income,,1589.48,INR,1589.48
01/06/2022 00:00,HDFC - savings,Entertainment,,Dinner,2641.43,Expense,,2641.43,INR,2641.43
06/23/2022 00:00,HDFC - savings,Shopping,,Dinner,9546.29,Income,,9546.29,INR,9546.29
01/18/2022 00:00,HDFC - savings,Shopping,,Dinner,9248.63,Expense,,9248.63,INR,9248.63
08/13/2022 00:00,SBI - credit card,Food,,Movie,3268.3,Expense,,3268.3,INR,3268.3
06/11/2022 00:00,HDFC - savings,Shopping,,Snacks,6157.79,Expense,,6157.79,INR,6157.79
08/14/2022 00:00,HDFC - savings,Food,,Groceries,9861.24,Expense,,9861.24,INR,9861.24
01/19/2022 00:00,CUB - online payment,Bills,,Dinner,806.48,Expense,,806.48,INR,806.48
03/28/2022 00:00,CUB - online payment,Transportation,,Movie,6578.59,Expense,,6578.59,INR,6578.59
10/24/2022 00:00,HDFC - savings,Entertainment,,Movie,8721.3,Income,,8721.3,INR,8721.3
08/29/2022 00:00,HDFC - savings,Transportation,,Snacks,3153.86,Expense,,3153.86,INR,3153.86
02/04/2022 00:00,SBI - credit card,Entertainment,,Electricity,6111.18,Income,,6111.18,INR,6111.18
04/06/2022 00:00,CUB - online payment,Food,,Snacks,7090.09,Expense,,7090.09,INR,7090.09
11/09/2022 00:00,HDFC - savings,Transportation,,Groceries,2249.29,Expense,,2249.29,INR,2249.29
09/01/2022 00:00,SBI - credit card,Other,,Movie,1664.69,Income,,1664.69,INR,1664.69
10/26/2022 00:00,CUB - online payment,Entertainment,,Movie,5401.69,Income,,5401.69,INR,5401.69
06/27/2022 00:00,SBI - credit card,Entertainment,,Electricity,1752.78,Expense,,1752.78,INR,1752.78
01/18/2022 00:00,SBI - credit card,Entertainment,,Groceries,1606.17,Income,,1606.17,INR,1606.17
08/26/2022 00:00,HDFC - savings,Transportation,,Movie,4178.79,Income,,4178.79,INR,4178.79
07/21/2022 00:00,HDFC - savings,Bills,,Dinner,8744.73,Income,,8744.73,INR,8744.73
04/11/2022 00:00,CUB - online payment,Entertainment,,Groceries,1196.48,Expense,,1196.48,INR,1196.48
08/24/2022 00:00,CUB - online payment,Bills,,Dinner,2531.86,Income,,2531.86,INR,2531.86
10/12/2022 00:00,CUB - online payment,Food,,Movie,8218.88,Income,,8218.88,INR,8218.88
01/24/2022 00:00,CUB - online payment,Shopping,,Groceries,1329.72,Expense,,1329.72,INR,1329.72
11/28/2022 00:00,HDFC - savings,Transportation,,Movie,7105.4,Income,,7105.4,INR,7105.4
04/14/2022 00:00,HDFC - savings,Bills,,Metro,3532.97,Expense,,3532.97,INR,3532.97
07/13/2022 00:00,SBI - credit card,Bills,,Electricity,1269.83,Expense,,1269.83,INR,1269.83
08/17/2022 00:00,HDFC - savings,Food,,Movie,9149.37,Income,,9149.37,INR,9149.37
02/17/2022 00:00,CUB - online payment,Bills,,Electricity,2220.75,Income,,2220.75,INR,2220.75
04/09/2022 00:00,SBI - credit card,Food,,Dinner,1431.4,Income,,1431.4,INR,1431.4
10/11/2022 00:00,SBI - credit card,Bills,,Metro,3113.19,Income,,3113.19,INR,3113.19
05/13/2022 00:00,HDFC - savings,Bills,,Dinner,5636.6,Expense,,5636.6,INR,5636.6
12/24/2022 00:00,SBI - credit card,Bills,,Electricity,4678.42,Income,,4678.42,INR,4678.42
02/05/2022 00:00,CUB - online payment,Entertainment,,Dinner,9055.04,Income,,9055.04,INR,9055.04
08/05/2022 00:00,SBI - credit card,Other,,Electricity,2524.24,Income,,2524.24,INR,2524.24
05/17/2022 00:00,SBI - credit card,Other,,Groceries,4395.19,Income,,4395.19,INR,4395.19
03/14/2022 00:00,SBI - credit card,Other,,Movie,4908.82,Expense,,4908.82,INR,4908.82
01/19/2022 00:00,SBI - credit card,Other,,Dinner,3344.72,Expense,,3344.72,INR,3344.72
06/11/2022 00:00,HDFC - savings,Entertainment,,Metro,2882.66,Expense,,2882.66,INR,2882.66
07/14/2022 00:00,SBI - credit card,Transportation,,Groceries,5183.2,Expense,,5183.2,INR,5183.2
11/05/2022 00:00,SBI - credit card,Bills,,Movie,6836.03,Income,,6836.03,INR,6836.03
05/09/2022 00:00,CUB - online payment,Bills,,Dinner,3833.49,Income,,3833.49,INR,3833.49
04/19/2022 00:00,SBI - credit card,Shopping,,Groceries,3810.74,Expense,,3810.74,INR,3810.74
05/19/2022 00:00,HDFC - savings,Shopping,,Metro,4829.3,Expense,,4829.3,INR,4829.3
05/13/2022 00:00,SBI - credit card,Bills,,Snacks,5690.73,Expense,,5690.73,INR,5690.73
03/27/2022 00:00,CUB - online payment,Other,,Dinner,6269.84,Expense,,6269.84,INR,6269.84
03/09/2022 00:00,HDFC - savings,Bills,,Electricity,477.9,Expense,,477.9,INR,477.9
10/25/2022 00:00,CUB - online payment,Entertainment,,Snacks,8564.12,Expense,,8564.12,INR,8564.12
10/16/2022 00:00,CUB - online payment,Other,,Groceries,6950.97,Income,,6950.97,INR,6950.97
03/12/2022 00:00,SBI - credit card,Food,,Metro,7396.21,Expense,,7396.21,INR,7396.21
02/05/2022 00:00,HDFC - savings,Transportation,,Metro,9962.23,Expense,,9962.23,INR,9962.23
11/08/2022 00:00,SBI - credit card,Transportation,,Dinner,2092.82,Expense,,2092.82,INR,2092.82
12/14/2022 00:00,SBI - credit card,Food,,Electricity,6116.29,Income,,6116.29,INR,6116.29
10/20/2022 00:00,HDFC - savings,Shopping,,Snacks,646.02,Income,,646.02,INR,646.02
12/10/2022 00:00,SBI - credit card,Other,,Groceries,1796.3,Expense,,1796.3,INR,1796.3
08/16/2022 00:00,SBI - credit card,Bills,,Movie,270.63,Income,,270.63,INR,270.63
08/26/2022 00:00,SBI - credit card,Entertainment,,Metro,1702.27,Expense,,1702.27,INR,1702.27
02/02/2022 00:00,SBI - credit card,Other,,Dinner,2408.07,Expense,,2408.07,INR,2408.07
03/29/2022 00:00,SBI - credit card,Transportation,,Groceries,8211.23,Income,,8211.23,INR,8211.23
06/09/2022 00:00,HDFC - savings,Entertainment,,Movie,1245.2,Income,,1245.2,INR,1245.2
05/24/2022 00:00,HDFC - savings,Shopping,,Metro,4855.22,Expense,,4855.22,INR,4855.22
09/19/2022 00:00,HDFC - savings,Shopping,,Movie,3812.56,Expense,,3812.56,INR,3812.56
10/03/2022 00:00,HDFC - savings,Entertainment,,Groceries,5701.41,Income,,5701.41,INR,5701.41
02/05/2022 00:00,CUB - online payment,Transportation,,Movie,3643.02,Income,,3643.02,INR,3643.02
05/19/2022 00:00,CUB - online payment,Other,,Metro,5974.33,Income,,5974.33,INR,5974.33
03/23/2022 00:00,SBI - credit card,Shopping,,Movie,271.95,Expense,,271.95,INR,271.95
11/23/2022 00:00,HDFC - savings,Bills,,Groceries,5354.17,Expense,,5354.17,INR,5354.17
04/15/2022 00:00,CUB - online payment,Food,,Snacks,5845.65,Expense,,5845.65,INR,5845.65
07/26/2022 00:00,SBI - credit card,Entertainment,,Movie,557.0,Expense,,557.0,INR,557.0
07/31/2022 00:00,CUB - online payment,Transportation,,Dinner,7567.25,Expense,,7567.25,INR,7567.25
02/21/2022 00:00,SBI - credit card,Entertainment,,Dinner,2978.5,Expense,,2978.5,INR,2978.5
07/19/2022 00:00,SBI - credit card,Shopping,,Electricity,5372.37,Income,,5372.37,INR,5372.37
06/18/2022 00:00,CUB - online payment,Other,,Dinner,7775.3,Expense,,7775.3,INR,7775.3
09/13/2022 00:00,CUB - online payment,Entertainment,,Snacks,2679.25,Expense,,2679.25,INR,2679.25
01/15/2022 00:00,HDFC - savings,Bills,,Snacks,2299.28,Expense,,2299.28,INR,2299.28
12/29/2022 00:00,SBI - credit card,Food,,Dinner,6486.23,Income,,6486.23,INR,6486.23
10/13/2022 00:00,HDFC - savings,Food,,Movie,9750.92,Income,,9750.92,INR,9750.92
10/28/2022 00:00,HDFC - savings,Entertainment,,Metro,5155.74,Income,,5155.74,INR,5155.74
02/24/2022 00:00,HDFC - savings,Entertainment,,Movie,4045.27,Expense,,4045.27,INR,4045.27
08/11/2022 00:00,CUB - online payment,Transportation,,Electricity,6805.53,Income,,6805.53,INR,6805.53
08/06/2022 00:00,CUB - online payment,Transportation,,Groceries,4997.85,Expense,,4997.85,INR,4997.85
09/11/2022 00:00,CUB - online payment,Entertainment,,Movie,8182.37,Expense,,8182.37,INR,8182.37
05/31/2022 00:00,HDFC - savings,Other,,Movie,7521.36,Expense,,7521.36,INR,7521.36
03/30/2022 00:00,CUB - online payment,Food,,Movie,7387.14,Income,,7387.14,INR,7387.14
09/03/2022 00:00,SBI - credit card,Shopping,,Groceries,3552.56,Income,,3552.56,INR,3552.56
04/11/2022 00:00,HDFC - savings,Food,,Snacks,9518.15,Income,,9518.15,INR,9518.15
07/22/2022 00:00,SBI - credit card,Other,,Dinner,823.58,Income,,823.58,INR,823.58
08/22/2022 00:00,SBI - credit card,Entertainment,,Snacks,2493.31,Expense,,2493.31,INR,2493.31
08/02/2022 00:00,SBI - credit card,Entertainment,,Dinner,3154.09,Expense,,3154.09,INR,3154.09
09/06/2022 00:00,SBI - credit card,Entertainment,,Metro,2579.02,Income,,2579.02,INR,2579.02
04/10/2022 00:00,CUB - online payment,Shopping,,Electricity,1588.01,Income,,1588.01,INR,1588.01
07/23/2022 00:00,HDFC - savings,Shopping,,Groceries,1636.46,Income,,1636.46,INR,1636.46
11/06/2022 00:00,SBI - credit card,Other,,Groceries,5296.52,Income,,5296.52,INR,5296.52
10/11/2022 00:00,SBI - credit card,Food,,Groceries,7224.04,Income,,7224.04,INR,7224.04
01/26/2022 00:00,SBI - credit card,Entertainment,,Groceries,3831.41,Income,,3831.41,INR,3831.41
05/27/2022 00:00,CUB - online payment,Transportation,,Snacks,812.26,Income,,812.26,INR,812.26
11/10/2022 00:00,HDFC - savings,Bills,,Dinner,4676.74,Income,,4676.74,INR,4676.74
12/28/2022 00:00,HDFC - savings,Food,,Electricity,6082.61,Income,,6082.61,INR,6082.61
09/15/2022 00:00,CUB - online payment,Shopping,,Dinner,9356.4,Expense,,9356.4,INR,9356.4
11/28/2022 00:00,CUB - online payment,Transportation,,Snacks,4421.04,Income,,4421.04,INR,4421.04
09/13/2022 00:00,CUB - online payment,Transportation,,Metro,5428.33,Income,,5428.33,INR,5428.33
05/12/2022 00:00,CUB - online payment,Entertainment,,Groceries,8997.52,Expense,,8997.52,INR,8997.52
12/03/2022 00:00,HDFC - savings,Shopping,,Metro,7296.37,Expense,,7296.37,INR,7296.37
08/26/2022 00:00,HDFC - savings,Bills,,Electricity,4289.77,Income,,4289.77,INR,4289.77
09/27/2022 00:00,SBI - credit card,Bills,,Movie,2798.9,Income,,2798.9,INR,2798.9
02/02/2022 00:00,HDFC - savings,Transportation,,Dinner,130.73,Income,,130.73,INR,130.73
09/11/2022 00:00,CUB - online payment,Bills,,Dinner,4379.86,Income,,4379.86,INR,4379.86
02/02/2022 00:00,HDFC - savings,Food,,Electricity,4736.57,Expense,,4736.57,INR,4736.57
09/04/2022 00:00,HDFC - savings,Other,,Movie,5111.7,Expense,,5111.7,INR,5111.7
01/23/2022 00:00,HDFC - savings,Food,,Metro,5197.53,Expense,,5197.53,INR,5197.53
07/24/2022 00:00,CUB - online payment,Shopping,,Groceries,7304.75,Expense,,7304.75,INR,7304.75
04/29/2022 00:00,CUB - online payment,Food,,Dinner,491.68,Expense,,491.68,INR,491.68
07/06/2022 00:00,CUB - online payment,Transportation,,Electricity,8558.79,Expense,,8558.79,INR,8558.79
02/14/2022 00:00,SBI - credit card,Shopping,,Movie,7735.22,Income,,7735.22,INR,7735.22
06/25/2022 00:00,CUB - online payment,Other,,Snacks,7771.09,Expense,,7771.09,INR,7771.09
03/07/2022 00:00,SBI - credit card,Other,,Electricity,7727.33,Expense,,7727.33,INR,7727.33
03/05/2022 00:00,SBI - credit card,Other,,Groceries,4093.45,Income,,4093.45,INR,4093.45
01/28/2022 00:00,SBI - credit card,Food,,Electricity,8987.62,Expense,,8987.62,INR,8987.62
07/25/2022 00:00,HDFC - savings,Food,,Movie,9941.19,Income,,9941.19,INR,9941.19
06/01/2022 00:00,HDFC - savings,Food,,Snacks,7115.51,Income,,7115.51,INR,7115.51
10/05/2022 00:00,HDFC - savings,Transportation,,Movie,5108.68,Income,,5108.68,INR,5108.68
09/29/2022 00:00,HDFC - savings,Food,,Electricity,9300.91,Income,,9300.91,INR,9300.91
04/18/2022 00:00,HDFC - savings,Transportation,,Groceries,9265.47,Expense,,9265.47,INR,9265.47
12/02/2022 00:00,HDFC - savings,Food,,Electricity,1534.79,Expense,,1534.79,INR,1534.79
01/19/2022 00:00,CUB - online payment,Other,,Metro,9303.11,Expense,,9303.11,INR,9303.11
06/07/2022 00:00,CUB - online payment,Shopping,,Metro,6491.22,Expense,,6491.22,INR,6491.22
12/07/2022 00:00,CUB - online payment,Other,,Electricity,6890.03,Income,,6890.03,INR,6890.03
05/29/2022 00:00,HDFC - savings,Entertainment,,Groceries,577.09,Expense,,577.09,INR,577.09
01/25/2022 00:00,CUB - online payment,Entertainment,,Electricity,7376.19,Income,,7376.19,INR,7376.19
10/15/2022 00:00,CUB - online payment,Transportation,,Electricity,3458.64,Income,,3458.64,INR,3458.64
01/27/2022 00:00,SBI - credit card,Shopping,,Movie,3702.63,Expense,,3702.63,INR,3702.63
01/03/2022 00:00,HDFC - savings,Transportation,,Dinner,5370.96,Income,,5370.96,INR,5370.96
10/01/2022 00:00,SBI - credit card,Other,,Dinner,7825.34,Expense,,7825.34,INR,7825.34
07/11/2022 00:00,HDFC - savings,Entertainment,,Metro,2448.94,Expense,,2448.94,INR,2448.94
07/23/2022 00:00,HDFC - savings,Transportation,,Movie,6624.7,Income,,6624.7,INR,6624.7
11/24/2022 00:00,CUB - online payment,Food,,Dinner,1395.61,Income,,1395.61,INR,1395.61
07/20/2022 00:00,HDFC - savings,Shopping,,Electricity,9184.27,Income,,9184.27,INR,9184.27
04/28/2022 00:00,HDFC - savings,Shopping,,Snacks,1242.56,Income,,1242.56,INR,1242.56
04/09/2022 00:00,SBI - credit card,Food,,Snacks,4179.32,Income,,4179.32,INR,4179.32
01/30/2022 00:00,HDFC - savings,Other,,Metro,8371.94,Income,,8371.94,INR,8371.94
05/15/2022 00:00,HDFC - savings,Food,,Movie,9983.34,Expense,,9983.34,INR,9983.34
08/07/2022 00:00,SBI - credit card,Transportation,,Electricity,4332.24,Expense,,4332.24,INR,4332.24
08/05/2022 00:00,CUB - online payment,Other,,Dinner,4512.24,Income,,4512.24,INR,4512.24
02/28/2022 00:00,HDFC - savings,Transportation,,Groceries,5256.27,Expense,,5256.27,INR,5256.27
11/20/2022 00:00,HDFC - savings,Bills,,Dinner,4408.61,Income,,4408.61,INR,4408.61
09/12/2022 00:00,CUB - online payment,Transportation,,Metro,1009.18,Income,,1009.18,INR,1009.18
06/04/2022 00:00,SBI - credit card,Transportation,,Metro,5725.1,Income,,5725.1,INR,5725.1
04/01/2022 00:00,SBI - credit card,Transportation,,Groceries,5244.36,Expense,,5244.36,INR,5244.36
08/07/2022 00:00,HDFC - savings,Bills,,Movie,5937.72,Expense,,5937.72,INR,5937.72
05/06/2022 00:00,HDFC - savings,Food,,Movie,7579.19,Income,,7579.19,INR,7579.19
06/30/2022 00:00,CUB - online payment,Shopping,,Groceries,7972.68,Expense,,7972.68,INR,7972.68
11/02/2022 00:00,HDFC - savings,Other,,Metro,1874.34,Income,,1874.34,INR,1874.34
07/08/2022 00:00,CUB - online payment,Food,,Dinner,4213.59,Income,,4213.59,INR,4213.59
09/26/2022 00:00,HDFC - savings,Other,,Groceries,6393.42,Expense,,6393.42,INR,6393.42
01/15/2022 00:00,SBI - credit card,Food,,Snacks,3844.72,Income,,3844.72,INR,3844.72
05/12/2022 00:00,SBI - credit card,Shopping,,Electricity,4337.68,Expense,,4337.68,INR,4337.68
09/11/2022 00:00,SBI - credit card,Entertainment,,Snacks,7401.34,Income,,7401.34,INR,7401.34
08/28/2022 00:00,CUB - online payment,Shopping,,Snacks,4771.52,Income,,4771.52,INR,4771.52
01/04/2022 00:00,HDFC - savings,Entertainment,,Electricity,4709.25,Expense,,4709.25,INR,4709.25
11/12/2022 00:00,HDFC - savings,Entertainment,,Groceries,5431.17,Expense,,5431.17,INR,5431.17
06/12/2022 00:00,SBI - credit card,Food,,Groceries,42.25,Income,,42.25,INR,42.25
12/20/2022 00:00,HDFC - savings,Entertainment,,Snacks,9296.42,Expense,,9296.42,INR,9296.42
03/06/2022 00:00,CUB - online payment,Entertainment,,Electricity,7995.29,Expense,,7995.29,INR,7995.29
08/15/2022 00:00,HDFC - savings,Entertainment,,Groceries,9539.83,Income,,9539.83,INR,9539.83
06/04/2022 00:00,HDFC - savings,Shopping,,Metro,3316.14,Income,,3316.14,INR,3316.14
02/11/2022 00:00,SBI - credit card,Food,,Movie,6275.38,Expense,,6275.38,INR,6275.38
09/21/2022 00:00,HDFC - savings,Shopping,,Groceries,9123.6,Expense,,9123.6,INR,9123.6
12/13/2022 00:00,SBI - credit card,Entertainment,,Groceries,9404.23,Expense,,9404.23,INR,9404.23
11/11/2022 00:00,HDFC - savings,Food,,Snacks,9283.57,Expense,,9283.57,INR,9283.57
12/22/2022 00:00,HDFC - savings,Transportation,,Snacks,5690.94,Income,,5690.94,INR,5690.94
04/30/2022 00:00,HDFC - savings,Food,,Snacks,9286.62,Expense,,9286.62,INR,9286.62
06/07/2022 00:00,CUB - online payment,Shopping,,Metro,4139.0,Expense,,4139.0,INR,4139.0
02/02/2022 00:00,HDFC - savings,Other,,Electricity,2553.48,Income,,2553.48,INR,2553.48
04/19/2022 00:00,SBI - credit card,Bills,,Groceries,612.38,Income,,612.38,INR,612.38
12/01/2022 00:00,CUB - online payment,Entertainment,,Metro,1619.11,Income,,1619.11,INR,1619.11
01/05/2022 00:00,SBI - credit card,Transportation,,Dinner,394.65,Income,,394.65,INR,394.65
06/01/2022 00:00,CUB - online payment,Shopping,,Snacks,2723.73,Income,,2723.73,INR,2723.73
04/06/2022 00:00,SBI - credit card,Bills,,Groceries,9239.45,Expense,,9239.45,INR,9239.45
02/05/2022 00:00,CUB - online payment,Bills,,Groceries,7880.21,Expense,,7880.21,INR,7880.21
11/19/2022 00:00,CUB - online payment,Other,,Electricity,2492.45,Income,,2492.45,INR,2492.45
09/13/2022 00:00,HDFC - savings,Bills,,Groceries,1532.24,Expense,,1532.24,INR,1532.24
10/14/2022 00:00,CUB - online payment,Shopping,,Snacks,5803.98,Income,,5803.98,INR,5803.98
06/07/2022 00:00,CUB - online payment,Shopping,,Dinner,347.72,Income,,347.72,INR,347.72
08/04/2022 00:00,HDFC - savings,Food,,Movie,286.53,Income,,286.53,INR,286.53
06/21/2022 00:00,HDFC - savings,Other,,Snacks,5765.61,Expense,,5765.61,INR,5765.61
07/16/2022 00:00,CUB - online payment,Shopping,,Snacks,9258.76,Income,,9258.76,INR,9258.76
05/13/2022 00:00,SBI - credit card,Shopping,,Dinner,4066.85,Income,,4066.85,INR,4066.85
06/13/2022 00:00,HDFC - savings,Bills,,Groceries,2462.67,Income,,2462.67,INR,2462.67
08/23/2022 00:00,HDFC - savings,Bills,,Metro,6094.01,Income,,6094.01,INR,6094.01
01/16/2022 00:00,HDFC - savings,Bills,,Snacks,7265.06,Expense,,7265.06,INR,7265.06
06/25/2022 00:00,HDFC - savings,Shopping,,Groceries,2076.43,Income,,2076.43,INR,2076.43
10/22/2022 00:00,SBI - credit card,Transportation,,Movie,471.23,Expense,,471.23,INR,471.23
09/21/2022 00:00,SBI - credit card,Other,,Movie,437.71,Income,,437.71,INR,437.71
05/29/2022 00:00,HDFC - savings,Entertainment,,Snacks,822.79,Expense,,822.79,INR,822.79
12/28/2022 00:00,CUB - online payment,Entertainment,,Electricity,9680.22,Income,,9680.22,INR,9680.22
10/25/2022 00:00,CUB - online payment,Transportation,,Electricity,9001.33,Expense,,9001.33,INR,9001.33
10/12/2022 00:00,CUB - online payment,Bills,,Snacks,5952.71,Expense,,5952.71,INR,5952.71
08/25/2022 00:00,SBI - credit card,Other,,Snacks,6442.62,Income,,6442.62,INR,6442.62
10/20/2022 00:00,CUB - online payment,Food,,Groceries,6377.51,Income,,6377.51,INR,6377.51
12/24/2022 00:00,SBI - credit card,Shopping,,Metro,3588.22,Income,,3588.22,INR,3588.22
01/18/2022 00:00,SBI - credit card,Other,,Metro,775.77,Income,,775.77,INR,775.77
06/22/2022 00:00,HDFC - savings,Other,,Snacks,1656.43,Income,,1656.43,INR,1656.43
04/26/2022 00:00,CUB - online payment,Other,,Groceries,7524.57,Income,,7524.57,INR,7524.57
12/30/2022 00:00,CUB - online payment,Entertainment,,Electricity,8202.3,Expense,,8202.3,INR,8202.3
08/31/2022 00:00,HDFC - savings,Food,,Electricity,6823.28,Income,,6823.28,INR,6823.28
09/29/2022 00:00,CUB - online payment,Shopping,,Electricity,5847.77,Income,,5847.77,INR,5847.77
02/23/2022 00:00,SBI - credit card,Transportation,,Metro,2388.72,Expense,,2388.72,INR,2388.72
10/03/2022 00:00,HDFC - savings,Food,,Snacks,4102.06,Expense,,4102.06,INR,4102.06
08/06/2022 00:00,CUB - online payment,Entertainment,,Metro,106.32,Income,,106.32,INR,106.32
12/30/2022 00:00,SBI - credit card,Other,,Groceries,3731.18,Expense,,3731.18,INR,3731.18
09/27/2022 00:00,HDFC - savings,Transportation,,Snacks,2091.11,Income,,2091.11,INR,2091.11
04/01/2022 00:00,CUB - online payment,Shopping,,Metro,9453.38,Expense,,9453.38,INR,9453.38
03/28/2022 00:00,HDFC - savings,Entertainment,,Groceries,1791.31,Expense,,1791.31,INR,1791.31
12/16/2022 00:00,CUB - online payment,Other,,Movie,9372.36,Income,,9372.36,INR,9372.36
03/20/2022 00:00,SBI - credit card,Food,,Electricity,1746.12,Income,,1746.12,INR,1746.12
07/01/2022 00:00,CUB - online payment,Bills,,Movie,5129.86,Income,,5129.86,INR,5129.86
10/11/2022 00:00,HDFC - savings,Shopping,,Metro,7870.23,Income,,7870.23,INR,7870.23
12/15/2022 00:00,SBI - credit card,Shopping,,Electricity,9579.52,Income,,9579.52,INR,9579.52
06/22/2022 00:00,SBI - credit card,Food,,Groceries,9159.1,Income,,9159.1,INR,9159.1
05/28/2022 00:00,SBI - credit card,Transportation,,Dinner,940.2,Expense,,940.2,INR,940.2
09/08/2022 00:00,CUB - online payment,Food,,Movie,1246.26,Expense,,1246.26,INR,1246.26
01/04/2022 00:00,SBI - credit card,Bills,,Groceries,748.78,Income,,748.78,INR,748.78
11/06/2022 00:00,SBI - credit card,Transportation,,Groceries,6597.35,Income,,6597.35,INR,6597.35
07/10/2022 00:00,HDFC - savings,Transportation,,Snacks,9894.93,Expense,,9894.93,INR,9894.93
03/22/2022 00:00,SBI - credit card,Shopping,,Groceries,9566.99,Expense,,9566.99,INR,9566.99
04/24/2022 00:00,HDFC - savings,Entertainment,,Snacks,3727.99,Expense,,3727.99,INR,3727.99
10/07/2022 00:00,HDFC - savings,Other,,Snacks,7821.49,Expense,,7821.49,INR,7821.49
05/31/2022 00:00,CUB - online payment,Transportation,,Metro,7625.21,Expense,,7625.21,INR,7625.21
01/28/2022 00:00,SBI - credit card,Other,,Groceries,1924.18,Income,,1924.18,INR,1924.18
05/09/2022 00:00,CUB - online payment,Shopping,,Metro,9008.46,Expense,,9008.46,INR,9008.46
08/12/2022 00:00,SBI - credit card,Shopping,,Snacks,2810.12,Expense,,2810.12,INR,2810.12
03/31/2022 00:00,HDFC - savings,Entertainment,,Metro,3784.21,Income,,3784.21,INR,3784.21
09/03/2022 00:00,HDFC - savings,Other,,Snacks,4726.8,Expense,,4726.8,INR,4726.8
10/07/2022 00:00,SBI - credit card,Bills,,Metro,4078.86,Expense,,4078.86,INR,4078.86
11/17/2022 00:00,HDFC - savings,Transportation,,Snacks,8712.41,Income,,8712.41,INR,8712.41
04/01/2022 00:00,SBI - credit card,Bills,,Electricity,6544.15,Income,,6544.15,INR,6544.15
11/06/2022 00:00,HDFC - savings,Transportation,,Dinner,8145.22,Expense,,8145.22,INR,8145.22
06/22/2022 00:00,SBI - credit card,Entertainment,,Movie,5779.05,Income,,5779.05,INR,5779.05
11/14/2022 00:00,SBI - credit card,Entertainment,,Metro,6783.23,Expense,,6783.23,INR,6783.23
12/13/2022 00:00,HDFC - savings,Entertainment,,Groceries,2409.74,Expense,,2409.74,INR,2409.74
12/16/2022 00:00,SBI - credit card,Transportation,,Snacks,9249.69,Income,,9249.69,INR,9249.69
11/23/2022 00:00,HDFC - savings,Bills,,Metro,5378.61,Expense,,5378.61,INR,5378.61
08/23/2022 00:00,HDFC - savings,Other,,Groceries,7513.4,Expense,,7513.4,INR,7513.4
12/01/2022 00:00,SBI - credit card,Food,,Dinner,2024.69,Income,,2024.69,INR,2024.69
05/14/2022 00:00,SBI - credit card,Entertainment,,Electricity,8572.6,Income,,8572.6,INR,8572.6
03/15/2022 00:00,HDFC - savings,Bills,,Dinner,6469.36,Income,,6469.36,INR,6469.36
09/08/2022 00:00,CUB - online payment,Other,,Dinner,7635.68,Expense,,7635.68,INR,7635.68
02/14/2022 00:00,CUB - online payment,Bills,,Electricity,3136.43,Expense,,3136.43,INR,3136.43
04/01/2022 00:00,HDFC - savings,Bills,,Movie,494.21,Income,,494.21,INR,494.21
04/08/2022 00:00,SBI - credit card,Shopping,,Dinner,2664.69,Expense,,2664.69,INR,2664.69
06/17/2022 00:00,CUB - online payment,Bills,,Snacks,5685.62,Income,,5685.62,INR,5685.62
01/08/2022 00:00,CUB - online payment,Food,,Dinner,6538.13,Expense,,6538.13,INR,6538.13
08/07/2022 00:00,SBI - credit card,Shopping,,Dinner,7337.17,Expense,,7337.17,INR,7337.17
01/02/2022 00:00,HDFC - savings,Shopping,,Snacks,7786.59,Expense,,7786.59,INR,7786.59
01/02/2022 00:00,CUB - online payment,Bills,,Movie,304.85,Expense,,304.85,INR,304.85
06/09/2022 00:00,SBI - credit card,Shopping,,Snacks,3662.27,Income,,3662.27,INR,3662.27
09/24/2022 00:00,CUB - online payment,Other,,Dinner,5992.67,Expense,,5992.67,INR,5992.67
01/21/2022 00:00,CUB - online payment,Food,,Metro,4060.17,Expense,,4060.17,INR,4060.17
01/08/2022 00:00,SBI - credit card,Shopping,,Snacks,3703.47,Income,,3703.47,INR,3703.47
12/11/2022 00:00,CUB - online payment,Transportation,,Movie,8700.0,Expense,,8700.0,INR,8700.0
05/05/2022 00:00,SBI - credit card,Entertainment,,Movie,2594.33,Income,,2594.33,INR,2594.33
10/25/2022 00:00,HDFC - savings,Shopping,,Dinner,6697.96,Expense,,6697.96,INR,6697.96
01/07/2022 00:00,CUB - online payment,Entertainment,,Movie,4990.1,Income,,4990.1,INR,4990.1
07/23/2022 00:00,SBI - credit card,Shopping,,Groceries,5539.07,Income,,5539.07,INR,5539.07
08/17/2022 00:00,CUB - online payment,Transportation,,Movie,3878.18,Expense,,3878.18,INR,3878.18
04/27/2022 00:00,HDFC - savings,Transportation,,Groceries,7489.53,Expense,,7489.53,INR,7489.53
03/05/2022 00:00,HDFC - savings,Bills,,Snacks,9333.87,Income,,9333.87,INR,9333.87
